    58.500        97.114        2596.1    
    58.600        100.92        2596.2    
    58.700        104.84        2596.2    
    58.800        108.85        2596.1    
    58.900        112.96        2596.0    
    59.000        117.17        2595.7    
    59.100        121.48        2595.4    
    59.200        125.89        2595.0    
    59.300        130.39        2594.5    
    59.400        134.99        2593.9    
    59.500        139.67        2593.2    
    59.600        144.45        2592.5    
    59.700        149.31        2591.7    
    59.800        154.25        2590.9    
    59.900        159.28        2589.9    
    60.000        164.38        2588.9    
    60.100        169.56        2587.9    
    60.200        174.82        2586.7    
    60.300        180.14        2585.5    
    60.400        185.53        2584.3    
    60.500        190.99        2583.0    
    60.600        196.51        2581.6    
    60.700        202.08        2580.2    
    60.800        207.71        2578.8    
    60.900        213.40        2577.3    
    61.000        219.13        2575.7    
    61.100        224.91        2574.1    
    61.200        230.74        2572.5    
    61.300        236.61        2570.8    
    61.400        242.51        2569.1    
    61.500        248.45        2567.3    
    61.600        254.43        2565.5    
    61.700        260.43        2563.7    
    61.800        266.46        2561.9    
    61.900        272.52        2560.0    
    62.000        278.60        2558.1    
    62.100        284.71        2556.1    
    62.200        290.83        2554.2    
    62.300        296.97        2552.2    
    62.400        303.13        2550.2    
    62.500        309.30        2548.1    
    62.600        315.48        2546.1    
    62.700        321.67        2544.0    
    62.800        327.87        2541.9    
    62.900        334.08        2539.8    
    63.000        340.30        2537.7    
    63.100        346.51        2535.6    
    63.200        352.73        2533.4    
    63.300        358.96        2531.3    
    63.400        365.18        2529.1    
    63.500        371.40        2526.9    
    63.600        377.62        2524.7    
    63.700        383.84        2522.5    
    63.800        390.05        2520.3    
    63.900        396.26        2518.0    
    64.000        402.47        2515.8    
